mmu_geneid	mmu_counts	hsa_geneid	has_counts	dme_geneid	dme_counts
11889	1	9569	3		
11890	1	9570	1		
11905	1	9572	1		
11910	1	9575	3		
11925	1	9583	3		
11927	1	9586	19		
11977	1	9588	2		
11987	1	9601	3		
11998	1	9610	1		
12010	1	9611	2		
12017	1	9612	2		
12050	1	9615	2		
12051	1	9616	1		
12068	1	9618	2		
12070	1	9619	1		
12140	1	9623	1		
12155	1	9626	2		
12209	1	9627	1		
12211	1	9630	3		
12223	1	9631	1		
12226	1	9632	1		
12227	1	9635	2		
12228	1	9636	1		
12261	1	9641	8		
12282	1	9652	1		
12301	1	9653	1		
12307	1	9655	2		
12309	1	9663	3		
12319	1	9669	1		
12346	1	9672	1		
12350	1	9688	1		
12352	1	9690	1		
12353	1	9693	2		
12354	1	9695	1		
12361	1	9699	1		
12368	1	9700	2		
12393	1	9706	2		
12455	1	9709	1		
12460	1	9716	1		
12480	1	9722	1		
12482	1	9723	1		
12484	1	9724	1		
12488	1	9727	1		
12489	1	9732	1		
12492	1	9734	2		
12493	1	9739	1		
12496	1	9741	1		
12506	1	9744	1		
12507	1	9748	1		
12511	1	9755	1		
12514	1	9757	1		
12516	1	9759	4		
12517	1	9765	2		
12521	1	9771	2		
12527	1	9775	3		
12539	1	9776	1		
12544	1	9785	1		
12545	1	9789	1		
12555	1	9790	1		
12560	1	9791	2		
12561	1	9794	1		
12577	1	9801	1		
12611	1	9815	1		
12622	1	9817	1		
12642	1	9818	1		
12667	1	9820	1		
12686	1	9826	1		
12724	1	9829	1		
12729	1	9839	1		
12747	1	9843	2		
12751	1	9844	3		
12752	1	9846	5		
12763	1	9855	2		
12778	1	9861	2		
12789	1	9862	1		
12802	1	9863	3		
12805	1	9869	1		
12816	1	9871	1		
12817	1	9879	1		
12818	1	9882	1		
12819	1	9883	1		
12821	1	9886	1		
12822	1	9887	1		
12836	1	9894	1		
12839	1	9899	1		
12840	1	9900	1		
12841	1	9901	1		
12870	1	9902	2		
12876	1	9915	3		
12889	1	9922	1		
12890	1	9924	1		
12908	1	9926	1		
12922	1	9934	1		
12934	1	9939	3		
12945	1	9942	2		
12946	1	9945	3		
12952	1	9953	1		
12953	1	9955	1		
12954	1	9956	1		
12955	1	9957	1		
12991	1	9963	1		
13002	1	9965	8		
13003	1	9966	1		
13010	1	9968	1		
13032	1	9969	1		
13034	1	9971	1		
13036	1	9972	1		
13041	1	9973	1		
13052	1	9978	11		
13107	1	9984	2		
13116	1	9985	1		
13132	1	9986	1		
13167	1	9992	1		
13177	1	10000	59		
13204	1	10005	3		
13209	1	10007	2		
13237	1	10008	1		
13345	1	10010	1		
13347	1	10013	2		
13349	1	10014	3		
13363	1	10015	1		
13368	1	10018	4		
13370	1	10019	1		
13371	1	10020	2		
13380	1	10021	1		
13388	1	10023	1		
13389	1	10025	1		
13418	1	10026	2		
13423	1	10038	1		
13448	1	10039	1		
13482	1	10053	1		
13506	1	10054	1		
13510	1	10055	1		
13511	1	10056	1		
13537	1	10057	1		
13590	1	10058	1		
13607	1	10059	1		
13608	1	10060	1		
13610	1	10062	3		
13641	1	10063	2		
13642	1	10073	1		
13643	1	10075	1		
13646	1	10084	1		
13648	1	10090	1		
13660	1	10092	6		
13663	1	10093	6		
13664	1	10094	6		
13667	1	10095	6		
13669	1	10105	5		
13681	1	10109	6		
13682	1	10110	2		
13711	1	10111	2		
13717	1	10113	1		
13800	1	10125	4		
13804	1	10126	1		
13809	1	10130	1		
13821	1	10134	1		
13822	1	10135	2		
13823	1	10136	2		
13835	1	10140	1		
13837	1	10152	1		
13838	1	10154	1		
13839	1	10156	1		
13840	1	10157	2		
13841	1	10161	2		
13842	1	10162	1		
13844	1	10163	6		
13845	1	10164	1		
13846	1	10170	2		
13848	1	10171	1		
13854	1	10189	4		
13855	1	10193	1		
13858	1	10195	2		
13861	1	10197	3		
13874	1	10199	1		
13876	1	10200	1		
13885	1	10201	3		
14009	1	10203	2		
14030	1	10207	2		
14048	1	10209	1		
14056	1	10211	1		
14058	1	10213	2		
14060	1	10228	1		
14064	1	10229	2		
14066	1	10231	1		
14067	1	10235	5		
14068	1	10239	1		
14069	1	10242	3		
14071	1	10243	1		
14073	1	10248	2		
14077	1	10249	1		
14087	1	10250	2		
14088	1	10252	1		
14105	1	10253	2		
14109	1	10254	2		
14113	1	10257	3		
14158	1	10262	1		
14159	1	10266	1		
14163	1	10267	1		
14200	1	10268	1		
14219	1	10269	1		
14228	1	10273	2		
14229	1	10274	1		
14247	1	10277	2		
14251	1	10282	1		
14252	1	10284	2		
14261	1	10285	1		
14262	1	10286	1		
14263	1	10288	1		
14265	1	10289	1		
14270	1	10291	1		
14272	1	10294	1		
14275	1	10297	9		
14276	1	10298	8		
14284	1	10299	1		
14296	1	10312	10		
14313	1	10316	1		
14319	1	10317	3		
14325	1	10319	7		
14357	1	10325	1		
14359	1	10326	1		
14375	1	10327	5		
14385	1	10331	2		
14412	1	10332	3		
14427	1	10333	4		
14428	1	10335	2		
14429	1	10342	2		
14451	1	10344	2		
14459	1	10347	1		
14526	1	10349	1		
14527	1	10350	1		
14555	1	10351	1		
14566	1	10352	1		
14571	1	10365	1		
14590	1	10368	7		
14594	1	10369	7		
14602	1	10371	1		
14603	1	10376	3		
14607	1	10379	7		
14608	1	10380	2		
14617	1	10381	3		
14651	1	10382	3		
14654	1	10383	3		
14658	1	10390	3		
14663	1	10392	4		
14667	1	10393	5		
14685	1	10398	8		
14686	1	10399	1		
14687	1	10400	2		
14694	1	10401	2		
14711	1	10402	2		
14714	1	10411	6		
14733	1	10413	1		
14734	1	10419	1		
14735	1	10423	4		
14739	1	10427	1		
14756	1	10434	1		
14763	1	10436	1		
14765	1	10437	1		
14767	1	10438	1		
14791	1	10445	1		
14792	1	10449	5		
14803	1	10450	1		
14815	1	10451	10		
14852	1	10452	1		
14853	1	10454	10		
14897	1	10455	2		
14917	1	10458	2		
14934	1	10459	5		
14938	1	10460	1		
15101	1	10465	1		
15115	1	10468	1		
15159	1	10476	5		
15160	1	10477	2		
15161	1	10478	1		
15166	1	10479	1		
15194	1	10482	5		
15204	1	10483	1		
15208	1	10484	1		
15228	1	10488	20		
15285	1	10490	1		
15289	1	10497	1		
15312	1	10499	1		
15366	1	10500	1		
15376	1	10501	1		
15377	1	10505	1		
15379	1	10507	1		
15381	1	10509	1		
15382	1	10512	1		
15395	1	10523	1		
15396	1	10524	1		
15405	1	10525	1		
15446	1	10528	1		
15451	1	10533	1		
15463	1	10535	1		
15469	1	10540	2		
15476	1	10542	1		
15478	1	10552	6		
15499	1	10554	4		
15502	1	10555	4		
15505	1	10556	2		
15525	1	10557	2		
15561	1	10558	2		
15567	1	10560	1		
15568	1	10563	2		
15874	1	10564	1		
15893	1	10565	1		
15900	1	10568	1		
15903	1	10569	1		
15904	1	10573	1		
15925	1	10577	1		
15944	1	10580	3		
15953	1	10585	1		
15985	1	10587	2		
16002	1	10588	2		
16004	1	10594	1		
16145	1	10599	1		
16147	1	10603	2		
16165	1	10605	1		
16172	1	10606	2		
16204	1	10607	1		
16211	1	10617	1		
16407	1	10621	6		
16418	1	10622	6		
16423	1	10623	6		
16449	1	10625	1		
16450	1	10627	5		
16475	1	10629	2		
16500	1	10632	2		
16508	1	10636	1		
16509	1	10637	1		
16513	1	10642	1		
16516	1	10645	4		
16517	1	10652	1		
16523	1	10654	3		
16526	1	10663	2		
16529	1	10666	1		
16536	1	10667	1		
16541	1	10670	1		
16572	1	10671	1		
16573	1	10672	5		
16574	1	10673	4		
16592	1	10678	3		
16593	1	10681	12		
16594	1	10682	2		
16598	1	10683	1		
16599	1	10686	4		
16612	1	10690	4		
16613	1	10713	1		
16616	1	10714	9		
16617	1	10715	2		
16618	1	10717	1		
16621	1	10718	1		
16622	1	10720	11		
16623	1	10723	1		
16624	1	10728	2		
16639	1	10733	1		
16644	1	10734	1		
16646	1	10735	1		
16647	1	10744	3		
16661	1	10746	3		
16785	1	10747	2		
16792	1	10762	1		
16798	1	10766	1		
16816	1	10767	2		
16825	1	10768	2		
16882	1	10769	1		
16898	1	10772	1		
16909	1	10775	2		
16912	1	10782	1		
16913	1	10787	1		
16922	1	10788	1		
16923	1	10791	1		
16973	1	10797	2		
16974	1	10798	1		
16985	1	10799	2		
16995	1	10800	2		
17022	1	10801	1		
17059	1	10802	1		
17086	1	10803	3		
17095	1	10808	1		
17105	1	10810	2		
17110	1	10813	1		
17129	1	10814	1		
17136	1	10815	1		
17160	1	10818	2		
17165	1	10825	2		
17167	1	10826	2		
17179	1	10840	1		
17193	1	10841	3		
17201	1	10842	1		
17202	1	10846	2		
17203	1	10850	2		
17228	1	10855	3		
17237	1	10858	1		
17254	1	10859	1		
17258	1	10864	1		
17259	1	10870	1		
17261	1	10873	3		
17268	1	10885	1		
17283	1	10886	1		
17287	1	10888	1		
17288	1	10890	1		
17318	1	10891	4		
17330	1	10892	4		
17341	1	10898	2		
17349	1	10901	3		
17355	1	10905	3		
17389	1	10907	1		
17393	1	10908	1		
17444	1	10910	1		
17475	1	10912	4		
17527	1	10913	1		
17528	1	10914	1		
17690	1	10915	1		
17701	1	10919	1		
17702	1	10921	2		
17703	1	10926	1		
17726	1	10928	3		
17727	1	10929	2		
17728	1	10938	1		
17729	1	10940	2		
17730	1	10941	11		
17731	1	10945	1		
17732	1	10946	1		
17733	1	10947	1		
17734	1	10950	1		
17735	1	10952	4		
17736	1	10956	1		
17737	1	10960	1		
17738	1	10961	1		
17739	1	10963	1		
17740	1	10965	4		
17741	1	10970	1		
17742	1	10971	8		
17743	1	10975	7		
17744	1	10978	1		
17745	1	10990	1		
17746	1	10991	3		
17747	1	10992	1		
17748	1	10993	6		
17750	1	10998	4		
17763	1	10999	2		
17775	1	11001	2		
17777	1	11006	1		
17831	1	11009	2		
17864	1	11014	1		
17865	1	11015	1		
17872	1	11017	1		
17879	1	11019	2		
17882	1	11024	1		
17883	1	11025	2		
17884	1	11026	1		
17885	1	11027	1		
17909	1	11031	1		
17977	1	11035	2		
17978	1	11036	2		
17979	1	11040	1		
18000	1	11041	3		
18007	1	11044	1		
18012	1	11051	1		
18016	1	11052	1		
18024	1	11059	2		
18039	1	11060	1		
18040	1	11065	1		
18050	1	11069	5		
18088	1	11086	1		
18096	1	11097	1		
18101	1	11100	1		
18104	1	11102	1		
18106	1	11108	1		
18109	1	11112	2		
18119	1	11128	6		
18121	1	11136	1		
18124	1	11140	1		
18141	1	11145	7		
18143	1	11151	2		
18145	1	11154	1		
18158	1	11157	2		
18167	1	11164	1		
18168	1	11171	1		
18169	1	11181	2		
18181	1	11184	1		
18183	1	11185	2		
18189	1	11186	6		
18190	1	11194	1		
18191	1	11197	1		
18193	1	11200	3		
18207	1	11201	1		
18208	1	11211	7		
18209	1	11213	2		
18213	1	11218	1		
18217	1	11221	1		
18218	1	11222	1		
18222	1	11224	1		
18223	1	11226	2		
18226	1	11227	2		
18294	1	11231	2		
18307	1	11232	1		
18310	1	11238	1		
18312	1	11253	3		
18313	1	11255	1		
18314	1	11260	1		
18315	1	11264	1		
18316	1	11267	1		
18317	1	11277	1		
18322	1	11282	2		
18323	1	11283	2		
18324	1	11285	3		
18328	1	11311	1		
18329	1	11313	1		
18330	1	11315	1		
18331	1	11317	3		
18332	1	11320	2		
18341	1	11325	1		
18343	1	11332	2		
18344	1	11336	1		
18345	1	11337	3		
18346	1	11338	1		
18347	1	11340	1		
18348	1	11343	3		
18349	1	11345	3		
18350	1	22794	2		
18351	1	22798	7		
18352	1	22800	7		
18354	1	22801	7		
18356	1	22802	2		
18357	1	22803	2		
18359	1	22808	7		
18361	1	22821	1		
18362	1	22824	1		
18363	1	22827	1		
18365	1	22841	1		
18366	1	22845	2		
18367	1	22854	2		
18368	1	22856	2		
18369	1	22861	1		
18370	1	22863	1		
18372	1	22871	1		
18373	1	22872	1		
18387	1	22875	1		
18389	1	22877	1		
18392	1	22885	1		
18393	1	22888	1		
18412	1	22894	1		
18415	1	22900	1		
18429	1	22901	1		
18453	1	22905	1		
18477	1	22909	1		
18505	1	22914	2		
18506	1	22916	3		
18507	1	22925	2		
18508	1	22926	2		
18509	1	22928	2		
18514	1	22929	2		
18516	1	22934	4		
18550	1	22938	4		
18571	1	22941	1		
18582	1	22943	1		
18585	1	22953	2		
18606	1	22954	1		
18612	1	22977	1		
18631	1	22978	4		
18632	1	22985	3		
18633	1	22987	1		
18634	1	22989	1		
18636	1	22999	2		
18647	1	23002	1		
18703	1	23016	1		
18715	1	23019	1		
18722	1	23020	1		
18726	1	23025	1		
18727	1	23035	1		
18729	1	23049	1		
18741	1	23057	2		
18760	1	23062	1		
18767	1	23067	1		
18777	1	23085	1		
18786	1	23094	1		
18788	1	23096	1		
18789	1	23114	1		
18816	1	23118	11		
18822	1	23127	2		
18830	1	23136	1		
18844	1	23157	1		
18845	1	23160	1		
18846	1	23162	1		
18951	1	23163	1		
18975	1	23165	1		
18979	1	23171	1		
18983	1	23175	3		
18988	1	23176	1		
19014	1	23179	1		
19042	1	23186	1		
19043	1	23191	2		
19051	1	23192	1		
19060	1	23193	3		
19065	1	23195	1		
19069	1	23198	1		
19074	1	23205	6		
19089	1	23207	1		
19099	1	23216	1		
19122	1	23220	1		
19123	1	23221	1		
19126	1	23225	1		
19128	1	23236	37		
19132	1	23237	1		
19143	1	23239	1		
19156	1	23265	1		
19157	1	23275	1		
19158	1	23279	1		
19159	1	23283	1		
19166	1	23286	1		
19167	1	23291	7		
19170	1	23293	1		
19171	1	23295	1		
19172	1	23305	7		
19173	1	23308	2		
19175	1	23324	1		
19177	1	23327	3		
19200	1	23350	1		
19214	1	23352	1		
19231	1	23362	1		
19241	1	23365	6		
19259	1	23373	1		
19261	1	23380	1		
19263	1	23381	1		
19271	1	23382	2		
19275	1	23385	2		
19276	1	23389	1		
19279	1	23395	1		
19298	1	23396	7		
19301	1	23401	1		
19302	1	23404	1		
19305	1	23405	1		
19324	1	23411	4		
19325	1	23414	1		
19334	1	23417	5		
19335	1	23418	1		
19340	1	23428	1		
19341	1	23431	1		
19357	1	23433	1		
19363	1	23436	2		
19364	1	23438	1		
19365	1	23439	17		
19366	1	23450	1		
19368	1	23451	1		
19369	1	23456	1		
19370	1	23457	2		
19386	1	23460	1		
19387	1	23461	1		
19414	1	23463	1		
19415	1	23464	1		
19416	1	23471	1		
19649	1	23474	1		
19655	1	23475	2		
19656	1	23478	1		
19660	1	23480	4		
19671	1	23483	1		
19674	1	23495	3		
19682	1	23498	2		
19701	1	23500	1		
19702	1	23509	1		
19703	1	23511	1		
19712	1	23513	2		
19731	1	23517	1		
19732	1	23521	1		
19819	1	23527	1		
19823	1	23529	2		
19876	1	23530	2		
19879	1	23533	65		
19892	1	23538	1		
19896	1	23542	1		
19899	1	23545	10		
19921	1	23547	1		
19933	1	23550	1		
19934	1	23553	2		
19935	1	23556	2		
19941	1	23560	1		
19942	1	23562	4		
19943	1	23566	3		
19944	1	23583	1		
19946	1	23586	9		
19951	1	23590	1		
19981	1	23594	1		
19982	1	23595	1		
19988	1	23600	3		
19989	1	23604	2		
20005	1	23607	1		
20028	1	23620	1		
20042	1	23621	1		
20044	1	23624	10		
20054	1	23632	1		
20055	1	23636	1		
20068	1	23640	1		
20084	1	23643	5		
20085	1	23644	1		
20088	1	23645	1		
20090	1	23646	3		
20091	1	23649	4		
20102	1	23654	1		
20103	1	23658	2		
20115	1	23659	2		
20116	1	23673	1		
20186	1	23678	2		
20222	1	23683	1		
20226	1	23705	1		
20227	1	23708	1		
20248	1	23710	3		
20265	1	23759	1		
20266	1	23761	2		
20271	1	23765	1		
20272	1	23786	1		
20288	1	24146	4		
20319	1	24148	1		
20334	1	25759	14		
20336	1	25766	1		
20338	1	25780	4		
20340	1	25788	1		
20343	1	25791	1		
20346	1	25796	3		
20347	1	25804	2		
20348	1	25805	2		
20349	1	25824	1		
20350	1	25825	1		
20351	1	25833	1		
20352	1	25834	2		
20353	1	25847	4		
20354	1	25865	1		
20355	1	25873	1		
20356	1	25885	4		
20357	1	25898	3		
20358	1	25902	2		
20359	1	25904	1		
20360	1	25929	1		
20361	1	25937	1		
20362	1	25942	3		
20371	1	25945	2		
20377	1	25949	1		
20379	1	25956	1		
20390	1	25970	1		
20399	1	25973	1		
20404	1	25974	1		
20405	1	25978	1		
20408	1	25981	1		
20462	1	25989	2		
20471	1	25996	1		
20474	1	26007	4		
20479	1	26019	2		
20493	1	26035	2		
20494	1	26037	1		
20499	1	26047	1		
20502	1	26052	4		
20509	1	26056	1		
20512	1	26060	2		
20513	1	26061	1		
20514	1	26063	1		
20517	1	26084	1		
20522	1	26086	1		
20524	1	26088	1		
20529	1	26091	1		
20531	1	26119	1		
20532	1	26121	1		
20533	1	26154	1		
20540	1	26188	1		
20562	1	26189	1		
20563	1	26211	1		
20564	1	26212	1		
20595	1	26219	1		
20604	1	26224	1		
20607	1	26227	4		
20608	1	26229	3		
20610	1	26232	2		
20612	1	26245	1		
20613	1	26246	1		
20620	1	26248	1		
20624	1	26253	1		
20630	1	26259	1		
20637	1	26260	1		
20639	1	26270	1		
20643	1	26271	1		
20652	1	26272	1		
20671	1	26275	5		
20674	1	26279	10		
20682	1	26281	8		
20700	1	26285	4		
20701	1	26286	1		
20702	1	26289	2		
20703	1	26290	2		
20704	1	26291	8		
20706	1	26301	2		
20707	1	26330	2		
20708	1	26333	1		
20709	1	26338	1		
20710	1	26339	1		
20719	1	26341	1		
20723	1	26354	1		
20726	1	26471	1		
20732	1	26476	1		
20742	1	26492	1		
20813	1	26493	1		
20815	1	26494	1		
20818	1	26496	1		
20821	1	26503	1		
20822	1	26524	1		
20823	1	26528	1		
20832	1	26529	1		
20842	1	26531	1		
20843	1	26532	1		
20845	1	26533	1		
20860	1	26534	1		
20867	1	26538	1		
20873	1	26539	1		
20874	1	26595	1		
20878	1	26648	1		
20887	1	26658	1		
20892	1	26659	1		
20893	1	26664	1		
20901	1	26682	1		
20905	1	26683	1		
20910	1	26686	1		
20918	1	26689	1		
20928	1	26692	1		
20937	1	26693	1		
20955	1	26696	1		
20970	1	26707	1		
20979	1	26716	1		
21335	1	26735	1		
21353	1	26737	1		
21356	1	26740	1		
21367	1	26851	2		
21372	1	26872	1		
21405	1	26873	1		
21410	1	26985	1		
21428	1	26986	3		
21432	1	26993	1		
21452	1	26999	2		
21453	1	27006	8		
21665	1	27010	2		
21676	1	27018	1		
21677	1	27019	1		
21678	1	27030	1		
21679	1	27034	2		
21752	1	27035	4		
21771	1	27040	7		
21780	1	27044	2		
21788	1	27068	1		
21817	1	27071	1		
21824	1	27074	1		
21832	1	27086	1		
21838	1	27087	1		
21857	1	27089	7		
21873	1	27090	2		
21908	1	27091	7		
21912	1	27092	7		
21925	1	27094	3		
21936	1	27097	2		
21940	1	27101	1		
21941	1	27102	6		
21942	1	27113	4		
21944	1	27115	2		
21948	1	27121	1		
21949	1	27123	1		
21950	1	27124	3		
22017	1	27127	2		
22040	1	27128	1		
22051	1	27134	1		
22057	1	27148	3		
22061	1	27159	1		
22068	1	27165	8		
22088	1	27183	1		
22121	1	27190	1		
22130	1	27198	1		
22137	1	27231	2		
22160	1	27232	1		
22163	1	27235	2		
22164	1	27242	1		
22165	1	27243	1		
22185	1	27244	1		
22186	1	27248	1		
22187	1	27250	2		
22190	1	27257	1		
22192	1	27258	2		
22200	1	27288	1		
22209	1	27289	1		
22210	1	27294	2		
22214	1	27301	1		
22218	1	27304	1		
22223	1	27306	2		
22230	1	27316	1		
22249	1	27330	6		
22253	1	27334	1		
22289	1	27338	1		
22290	1	27339	2		
22317	1	27341	1		
22321	1	27343	2		
22354	1	27345	3		
22361	1	27349	3		
22365	1	27429	1		
22368	1	27430	3		
22373	1	27434	1		
22375	1	27436	1		
22390	1	27445	1		
22393	1	28227	5		
22401	1	28234	1		
22428	1	28514	1		
22431	1	28960	1		
22590	1	28964	3		
22591	1	28965	1		
22592	1	28972	1		
22594	1	28973	1		
22596	1	28987	1		
22601	1	28998	1		
22695	1	28999	1		
22762	1	29071	2		
22772	1	29072	1		
22782	1	29074	1		
22793	1	29079	1		
23796	1	29082	1		
23802	1	29085	1		
23821	1	29088	1		
23831	1	29089	1		
23834	1	29093	1		
23859	1	29101	1		
23874	1	29102	2		
23879	1	29107	4		
23880	1	29108	6		
23900	1	29110	10		
23908	1	29119	8		
23957	1	29126	1		
23983	1	29760	4		
23985	1	29780	1		
23988	1	29785	3		
23989	1	29796	7		
24018	1	29850	1		
24030	1	29851	4		
24050	1	29880	2		
24055	1	29881	1		
24063	1	29882	5		
24066	1	29883	1		
24067	1	29889	1		
24074	1	29894	1		
24117	1	29895	4		
24136	1	29896	1		
26370	1	29904	2		
26377	1	29906	2		
26378	1	29915	1		
26388	1	29920	3		
26394	1	29922	3		
26404	1	29924	1		
26411	1	29925	3		
26412	1	29926	3		
26424	1	29927	4		
26428	1	29929	2		
26429	1	29935	5		
26431	1	29940	2		
26432	1	29941	2		
26440	1	29945	5		
26441	1	29949	2		
26442	1	29954	1		
26443	1	29956	2		
26444	1	29958	2		
26445	1	29968	5		
26446	1	29978	1		
26447	1	29979	1		
26451	1	29984	1		
26456	1	29992	1		
26457	1	29997	1		
26554	1	30001	2		
26875	1	30009	1		
26887	1	30011	1		
26896	1	30012	1		
26898	1	30061	1		
26904	1	30814	10		
26905	1	30815	2		
26908	1	30833	4		
26909	1	30834	4		
26912	1	30835	3		
26921	1	30837	2		
26926	1	30844	1		
26940	1	30845	1		
26961	1	30846	1		
27007	1	30849	1		
27015	1	49861	4		
27050	1	50484	5		
27054	1	50487	10		
27056	1	50506	1		
27058	1	50508	4		
27061	1	50509	6		
27140	1	50515	1		
27176	1	50604	2		
27207	1	50613	1		
27214	1	50614	2		
27215	1	50615	3		
27216	1	50616	3		
27218	1	50617	10		
27267	1	50628	1		
27279	1	50632	1		
27354	1	50649	1		
27364	1	50674	1		
27366	1	50700	2		
27367	1	50807	2		
27370	1	50808	1		
27371	1	50814	2		
27374	1	50831	1		
27375	1	50832	1		
27376	1	50833	1		
27379	1	50834	1		
27380	1	50835	1		
27395	1	50836	1		
27397	1	50837	1		
27398	1	50838	1		
27402	1	50839	1		
27403	1	50840	1		
27404	1	50846	1		
27405	1	50848	4		
27410	1	50855	4		
27416	1	50940	2		
27421	1	50943	1		
27426	1	50944	1		
27494	1	50964	1		
27681	1	51004	2		
27967	1	51005	1		
27973	1	51009	1		
27979	1	51010	1		
27993	1	51013	1		
27998	1	51021	1		
28035	1	51023	1		
28084	1	51028	1		
28240	1	51032	2		
28248	1	51056	3		
28250	1	51060	1		
28253	1	51065	1		
28254	1	51067	1		
29806	1	51068	2		
29820	1	51069	1		
29845	1	51071	1		
29846	1	51073	1		
29849	1	51074	2		
29870	1	51077	1		
30877	1	51079	6		
30938	1	51081	1		
30942	1	51082	6		
30952	1	51084	2		
30957	1	51085	1		
30960	1	51091	2		
30962	1	51094	3		
50518	1	51095	1		
50523	1	51096	1		
50527	1	51100	1		
50529	1	51102	3		
50754	1	51107	2		
50762	1	51109	2		
50767	1	51111	1		
50776	1	51116	1		
50780	1	51119	1		
50785	1	51121	1		
50786	1	51128	2		
50787	1	51129	1		
50789	1	51135	11		
50793	1	51143	3		
50868	1	51144	5		
50878	1	51160	1		
50884	1	51164	2		
50905	1	51166	6		
50907	1	51172	1		
50911	1	51176	12		
50912	1	51179	3		
50934	1	51181	2		
50995	1	51187	1		
51786	1	51196	9		
51791	1	51205	1		
51798	1	51206	2		
51801	1	51208	4		
51810	1	51209	1		
51812	1	51227	2		
51897	1	51246	1		
52055	1	51251	4		
52118	1	51263	1		
52163	1	51264	1		
52187	1	51268	4		
52348	1	51272	1		
52398	1	51274	1		
52530	1	51284	3		
52633	1	51292	1		
52665	1	51295	1		
52815	1	51301	2		
52864	1	51302	1		
53310	1	51311	1		
53317	1	51318	1		
53321	1	51330	1		
53323	1	51340	1		
53330	1	51343	3		
53333	1	51347	1		
53334	1	51360	1		
53356	1	51362	1		
53374	1	51363	1		
53412	1	51365	1		
53413	1	51366	1		
53599	1	51367	2		
53607	1	51371	1		
53608	1	51373	1		
53611	1	51378	4		
53612	1	51380	2		
53614	1	51382	8		
53620	1	51384	9		
53621	1	51393	1		
53627	1	51422	8		
53860	1	51426	1		
53892	1	51433	5		
53893	1	51434	5		
53901	1	51449	1		
53945	1	51455	1		
53972	1	51465	3		
53975	1	51477	2		
54004	1	51478	4		
54125	1	51503	1		
54126	1	51510	1		
54127	1	51512	1		
54152	1	51513	2		
54153	1	51520	1		
54170	1	51529	5		
54189	1	51534	1		
54194	1	51540	2		
54197	1	51552	1		
54200	1	51561	6		
54204	1	51564	2		
54217	1	51585	1		
54325	1	51588	3		
54342	1	51601	2		
54371	1	51602	1		
54399	1	51604	2		
54409	1	51606	9		
54418	1	51616	2		
54451	1	51619	2		
54473	1	51626	1		
54483	1	51639	1		
54485	1	51645	1		
54563	1	51652	1		
54607	1	51655	1		
54609	1	51684	3		
54612	1	51690	2		
54614	1	51691	2		
54633	1	51692	1		
54644	1	51700	1		
54646	1	51701	4		
54673	1	51703	7		
54683	1	51706	1		
54709	1	51715	1		
54710	1	51719	2		
54712	1	51726	1		
54725	1	51727	2		
55943	1	51728	6		
55944	1	51729	1		
55946	1	51733	5		
55989	1	51735	1		
55990	1	51738	1		
55994	1	51744	1		
56014	1	51763	4		
56015	1	51764	13		
56031	1	51776	2		
56040	1	51802	1		
56050	1	51804	1		
56057	1	51805	2		
56069	1	51806	29		
56070	1	51807	3		
56075	1	51808	1		
56078	1	51809	2		
56085	1	53343	1		
56089	1	53354	2		
56174	1	53358	13		
56175	1	53371	1		
56188	1	53407	2		
56194	1	53630	2		
56199	1	53632	8		
56208	1	53637	1		
56210	1	53828	1		
56248	1	53829	1		
56273	1	53832	2		
56282	1	53833	2		
56284	1	53842	4		
56310	1	53918	1		
56312	1	53919	1		
56316	1	53944	1		
56318	1	53947	2		
56336	1	53981	1		
56347	1	54106	7		
56365	1	54107	7		
56382	1	54187	2		
56389	1	54205	19		
56418	1	54207	1		
56419	1	54209	1		
56445	1	54331	12		
56449	1	54344	2		
56452	1	54361	9		
56453	1	54363	3		
56455	1	54407	3		
56459	1	54413	1		
56464	1	54429	1		
56485	1	54431	1		
56494	1	54433	1		
56505	1	54434	1		
56522	1	54437	1		
56526	1	54457	1		
56529	1	54460	1		
56535	1	54464	2		
56554	1	54472	1		
56619	1	54480	2		
56629	1	54490	11		
56643	1	54498	2		
56692	1	54512	1		
56698	1	54518	2		
56709	1	54539	6		
56739	1	54541	3		
56773	1	54552	1		
56794	1	54567	1		
56811	1	54575	11		
56812	1	54576	11		
56843	1	54577	11		
56858	1	54578	11		
56860	1	54579	11		
56861	1	54583	3		
57014	1	54600	11		
57138	1	54657	11		
57170	1	54658	11		
57250	1	54659	11		
57251	1	54675	2		
57252	1	54677	1		
57253	1	54714	1		
57254	1	54738	1		
57259	1	54766	1		
57269	1	54776	5		
57270	1	54788	1		
57271	1	54795	1		
57272	1	54802	1		
57294	1	54822	1		
57295	1	54831	1		
57316	1	54872	1		
57320	1	54884	1		
57342	1	54898	3		
57357	1	54904	1		
57385	1	54910	1		
57434	1	54913	2		
57440	1	54926	2		
57442	1	54928	4		
57746	1	54938	1		
57749	1	54941	1		
57764	1	54947	3		
57765	1	54948	1		
57808	1	54960	1		
57815	1	54961	1		
57875	1	54963	3		
57905	1	54965	2		
57915	1	54981	2		
58170	1	54988	2		
58179	1	54995	4		
58184	1	55012	5		
58185	1	55014	1		
58194	1	55040	1		
58203	1	55048	1		
58205	1	55052	1		
58234	1	55054	1		
58244	1	55070	1		
58250	1	55081	1		
58800	1	55110	3		
58803	1	55119	1		
58805	1	55120	2		
58807	1	55124	1		
58865	1	55127	1		
